,video_ids,nsfw_scores
2190,2xUKzeflvR0,0.0032
2191,lTGnCH-196I,0.0195
2192,kOEdHvhbTFY,0.0025
2193,AY1bA23hGMU,0.0158
2194,w5gHvonef7U,0.0037
2195,1-m_Jjse-cs,0.0001
2196,WIS--l99qHk,0.0069
2197,giqtGYLQ_xM,0.003
2198,fMfipiV_17o,0.0742
2199,LfXVUEy-sqs,0.5236
2200,2AtlEV2KBmU,0.0007
2201,f9j8nhMNYO4,0.0
2202,QD570yDn98s,0.0185
2203,wiFmUOPn9nA,0.6115
2204,EN4izhntW1g,0.1192
2205,Bo8aLJlcnbU,0.0015
2206,vlANF-v9lb0,0.0016
2207,VU2Exd9mHGg,0.0195
2208,-f79-37kvmI,0.1165
2209,ccHKCVJlKnw,0.0136
2210,m3A6wJBZ7hE,0.0129
2211,Kzo6wNPkDSk,0.0007
2212,aw6NVF4xFYM,0.2775
2213,N7cG1uKbPT4,0.0462
2214,Soxw_b1WOx8,0.0015
2215,qqxFjTKd7mY,0.0066
2216,Oing2O-u99g,0.0083
2217,JOfDr1vAz40,0.0039
2218,RL_7wrHI0wY,0.0006
2219,pe1tMR0TUX0,0.0047
2220,a546lxxJIhE,0.0013
2221,ZQDCusHa6yY,0.0049
2222,GRdsUbOVO3U,0.0299
2223,si9Phc9ArpU,0.0067
2224,Jv5RGkYewIw,0.0341
2225,oCKYZGFt8cM,0.0397
2226,Lf4nVV-y_sc,0.6817
2227,tWIUgiEoRdo,0.0589
2228,VngGJyDHe6A,0.7419
2229,Nyaw0mF5ikc,0.0069
2230,t8JCJZM8tCw,0.0063
2231,_CwHOA4Bn_Q,0.0029
2232,uiHjkGNGHkU,0.0176
2233,gcSyDvmPaHg,0.0073
2234,U0wTDK0VOeY,0.0018
2235,hgq_PF1f8nQ,0.0164
2236,dlOPwVsI-O4,0.3108
2237,MhWdXrEtKYw,0.0047
2238,iBKPu-bIs1U,0.1157
2239,8ma-l-9zC3M,0.047
2240,N4wW85WZMJQ,0.0024
2241,df8FRfVtVNw,0.0067
2242,K3Rq1kz5Emc,0.0247
2243,Mc_JO7BMwsY,0.0776
2244,CChZGw-JkA0,0.0006
2245,aevCw9SD2Hs,0.0004
2246,ORAipwPUdcI,0.0073
2247,ImuyF-i2tx4,0.1056
2248,ZQaAMAaMysU,0.1214
2249,nlzQU2X9EqA,0.0272
2250,ZDyDpdFZHBo,0.0196
2251,Qv6soPQdk94,0.0024
2252,wtdi07uQOxk,0.0002
2253,md2uzOO4gT4,0.0039
2254,8EOZDHvdSYw,0.0008
2255,5rfRCV0HLmM,0.1098
2256,L4X4yvTHaRM,0.0084
2257,cJyqut3lCec,0.0194
2258,zN7NdQ3Hwto,0.0424
2259,iwWYOnivBQE,0.0218
2260,HBMmK1c44sE,0.0035
2261,kyS4Bhac0BM,0.0027
2262,1o8GWhoD53I,0.0164
2263,R960ugzuzY0,0.013
2264,yoP5N0deBdk,0.0105
2265,9gavI7xlYQY,0.0075
2266,npEKHPxIdUI,0.0265
2267,HKYQGnKTpkc,0.0225
2268,Rj_vssRaZlQ,0.002
2269,23TS-JPv89A,0.0013
2270,4Ig-P-aBe8U,0.0036
2271,trAKvYIsqIc,0.018
2272,mSHYDnR_dRU,0.0001
2273,6Z110ppzP8c,0.0176
2274,sw4tHKa-5as,0.0016
2275,aeWyp2vXxqA,0.0001
2276,xPCY_hs48qA,0.0008
2277,Z66FFqmze3o,0.0136
2278,Wj30W_CKjY8,0.0003
2279,ak7ZOuFsmao,0.002
2280,Eg4ogeDX368,0.0067
2281,yxiBC9UdcPc,0.0033
2282,gFCpo20_L9E,0.0002
2283,73xCxHv2sXo,0.005
2284,-0Ux75buSxE,0.0169
2285,pQcFCFZIuZI,0.0163
2286,KutkEZH3zmY,0.0105
2287,xU6swKf5yWg,0.0047
2288,IvR2Ktfr8JI,0.0015
2289,tyPV-VQ-53c,0.0035
2290,3MLjfnouo88,0.0044
2291,2mYGh268vmA,0.0006
2292,ODq1fkh3gcg,0.0033
2293,BDcOPtnCu9g,0.0002
2294,glwEAMVE7ek,0.0007
2295,q4t2saPEYw8,0.0016
2296,5w6ByzfGHhE,0.0548
2297,s24WcYGiYyk,0.0006
2298,laxYhf-uOs4,0.0092
2299,8xzINLykprA,0.0018
2300,9MiwQO-qhpc,0.0311
2301,qnq6ENNNEE8,0.3305
2302,SJNbnVjecf0,0.0094
2303,FsKLYWc1x1A,0.0007
2304,s7Hno28xkpI,0.0047
2305,CtpdMkKvB6U,0.021
2306,wDRdK392pnk,0.4312
2307,KzK0DIAvXw4,0.0328
2308,VK_8nDq1A50,0.1014
2309,2xPQj5wstmo,0.1426
2310,da1D9tyIZng,0.0145
2311,bUuMPLj2Z_0,0.0006
2312,65fN_OUawjk,0.0075
2313,zPlsnWq5X50,0.0029
2314,wViBPPjEdD8,0.0017
2315,Z9AnasYjtvg,0.0025
2316,WmCfieBK_WY,0.1474
2317,SkaewM4YVzQ,0.0069
2318,T906mp5kYfM,0.0041
2319,A7cWtICGgHE,0.0082
2320,d-HPZL6AU64,0.0033
2321,UfwXf7AisAs,0.111
2322,LqmmjHEyiHM,0.0135
2323,Gtxw1HRwTbQ,0.0002
