,video_id,label_1,label_2,label_3
233,UyvhqC5sIsI,bikini,maillot,brassiere
234,tIUahhljm44,spatula,torch,ping-pong_ball
235,GjgImsVqPfg,gasmask,sunglasses,seat_belt
236,m3u-_2WaTM4,ski,mask,pick
237,_mz4OMbBoRY,guacamole,shield,wooden_spoon
238,rcWcchtcf1w,bookshop,menu,scoreboard
239,venQs8fEu1Y,cellular_telephone,jean,punching_bag
240,bL9ayAkWsV4,red_wine,wine_bottle,perfume
241,zaTi7YjDyDw,screen,monitor,cellular_telephone
242,UoNAmRwf5qk,cellular_telephone,neck_brace,stethoscope
243,fXb02MQ78yQ,volcano,perfume,
244,LI8-QOOPzV0,bikini,panpipe,
245,MHqxaXCzxNE,Indian_elephant,guillotine,fur_coat
246,FSCvulo6fJQ,jigsaw_puzzle,pencil_sharpener,poncho
247,pQ9gSEzku-E,stage,theater_curtain,jersey
248,ePldSI0SGCg,racer,snowmobile,tow_truck
249,TYeQqLt1DLY,barbershop,confectionery,bakery
250,ZVAS5-HelDY,basketball,volleyball,racket
251,qaZY_unJFaA,burrito,pineapple,king_crab
252,asUxDFssLFQ,electric_guitar,stage,accordion
253,ER6NX7UXCJA,balance_beam,jean,basketball
254,dI4EoLtdoeE,scoreboard,ping-pong_ball,racket
255,_jhufVHuKbM,freight_car,binder,laptop
256,kTBWEsJ2l_w,ice_lolly,abaya,spatula
257,bFw52SdQSOQ,jean,pajama,cleaver
258,ta4UnmpxC-Y,jean,gown,shoe_shop
259,0mx3Hwq4QXw,barbershop,shoe_shop,police_van
260,z6AF4HPpWF8,bell_cote,analog_clock,cinema
261,bmFGbBmlyKQ,trench_coat,cloak,abaya
262,cZXzwDN-V9M,dalmatian,Great_Dane,boxer
263,voYdl7IFZsM,racer,parking_meter,bobsled
264,GDpq6HZQBHI,traffic_light,cinema,street_sign
265,rSF8gPD3QbA,street_sign,mailbox,barbershop
266,hD8vw-JE4Qw,jean,maillot,miniskirt
267,UPDURM7Wodo,bookshop,tobacco_shop,suit
268,sAoDZy5R054,unicycle,crutch,torch
269,DDkwj1YRdEg,confectionery,toyshop,coffee_mug
270,HALG3Ty52mY,lab_coat,kimono,pajama
271,4z-GNiazduQ,theater_curtain,stage,electric_guitar
272,dODSTA6C0m8,seat_belt,bulletproof_vest,parking_meter
273,NT0fxgIb38g,stage,Band_Aid,
274,TFNnqDGmgYo,picket_fence,brassiere,black_swan
275,JOjjMLh4kJ4,suit,prison,wig
276,O-TMfCbIy8A,basketball,volleyball,rugby_ball
277,eDOFWlyRHyA,lab_coat,shower_curtain,pajama
278,ulchAKGi_Y0,electric_guitar,stage,microphone
279,DaUHU2I-haA,screen,slot,vending_machine
280,ElBxuDVfcl4,cinema,pay-phone,gas_pump
281,CTXtXxD-TYg,totem_pole,megalith,barrel
282,m-Xmk4-itqk,lotion,candle,binder
283,co3MFSGHa20,stage,microphone,electric_guitar
284,VsDtnTvgDB0,bakery,confectionery,tray
285,WVXsqKZgZXw,stage,toyshop,mortarboard
286,x4drR-dBA0A,tench,bee_eater,crayfish
287,qmdb5XTNYhY,stage,toyshop,slot
288,_BZIxt07UNU,street_sign,traffic_light,mailbox
289,Gn0twHM_9ms,swimming_trunks,bathing_cap,volleyball
290,6ayJjfyRRkc,ice_lolly,sunscreen,maze
291,mgkKG2oGCgE,folding_chair,hook,tripod
292,uoYNS3C1_Pc,pick,remote_control,loudspeaker
293,LEcbagW4O-s,tobacco_shop,suit,crutch
294,Zn2k0getlRI,balance_beam,racket,punching_bag
295,QxGVgXf_LNk,plastic_bag,burrito,banana
296,E6UKdBJd7tk,balance_beam,jean,gown
297,8AlihXsl7Rs,wall_clock,analog_clock,street_sign
298,UggADa3JdzE,limousine,recreational_vehicle,neck_brace
299,Yc9_ZFxMvMw,analog_clock,perfume,mouse
300,0nLoRgi1f78,basketball,volleyball,maillot
301,qqOxkuO3ip0,picket_fence,castle,church
302,ZxURKaBjO8w,scoreboard,menu,
303,RJ0jdO5ZfU4,picket_fence,wine_bottle,worm_fence
304,wb_YQgtSKfU,cowboy_boot,toyshop,shoe_shop
305,BpvlknhpGxU,stage,harp,panpipe
306,FVFdsl29s_Q,suit,crutch,tobacco_shop
307,4DlUnGwCyn0,microphone,stage,academic_gown
308,6lmvG7V0LoE,panpipe,flute,harp
309,1ATrcsnXKhc,gown,groom,ocarina
310,IQ4KoWXQxRA,shield,lighter,punching_bag
311,CSVf3tHh9sE,menu,pajama,cellular_telephone
312,siDdxAq4o_Y,tank,lumbermill,chain_saw
313,Z-1kBIGLEyc,pitcher,vase,electric_fan
314,VUc6S9UBilM,mortarboard,scoreboard,street_sign
315,5IDc88fmRUM,mortarboard,jersey,academic_gown
316,VJElM3wsH5c,digital_watch,cellular_telephone,
317,Dqn7NQ228w0,chain_saw,plane,chest
318,UMhM8jghPco,clog,mitten,sandal
319,i2O6GMpNWGo,golfcart,limousine,minibus
320,wbR-5mHI6bo,Band_Aid,perfume,
321,oN2ITLbdXSo,screen,street_sign,gas_pump
322,Nf-kh0pFurM,barracouta,gar,coho
323,gI-WEtw1vB4,scuba_diver,sea_lion,killer_whale
324,wwJABxjcvUc,wall_clock,jigsaw_puzzle,street_sign
325,VEybDNZN_Oo,wig,mask,
326,YKC27gOpezg,shower_curtain,vestment,window_shade
327,IB5k-0jD2XQ,carousel,cuirass,cello
328,idGb3ZYasaI,toyshop,shoe_shop,shower_curtain
329,Eo0Ni28WU2g,shield,chain_mail,ski
330,SSDLzLTZs3U,stage,fountain,bubble
331,9mmhe_5R-rM,miniskirt,stage,maillot
332,9x80ZvFTaV4,stage,feather_boa,microphone
333,-8wAcpNYSas,shopping_cart,shopping_basket,marimba
334,CBAbD9PD24g,shoe_shop,toyshop,motor_scooter
335,vohFJ8yL0Qw,stage,spotlight,theater_curtain
336,t7_tnbSSXMQ,plunger,stage,maraca
337,xtJ49gXWwA0,totem_pole,African_chameleon,mask
338,h31LDBh1uvg,jersey,sweatshirt,academic_gown
339,-nc146I26SU,fountain,balloon,airliner
340,SL45a75_cd4,tench,gar,barracouta
341,RHXDfgNjnPA,balance_beam,stage,barbell
342,QIahhWQgNgk,toyshop,jigsaw_puzzle,confectionery
343,uctgnv_aX3k,jersey,stage,balance_beam
344,g_uHluYGPtg,lakeside,canoe,rapeseed
345,eurX0k0UYoY,swimming_trunks,parallel_bars,horizontal_bar
346,_akEYecFdyM,toyshop,breastplate,cuirass
347,XOh_NwePRos,scoreboard,punching_bag,abaya
348,wvZtYgIIe2E,toyshop,slot,balloon
349,0dsCVAH1iQ8,cloak,fur_coat,Saluki
350,UBivwxBgdPQ,jean,ski_mask,running_shoe
351,MvvEfguRha0,monitor,jigsaw_puzzle,crossword_puzzle
352,lldfoaV9mc8,shower_curtain,totem_pole,laptop
353,UFJtoVS8Qx0,crayfish,American_lobster,scorpion
354,--WHBVeDrZM,tabby,tiger_cat,doormat
355,EXiZtoKWsLM,bookshop,suit,
356,FzOrff-KoCg,suit,Windsor_tie,miniskirt
357,3dhfunD1a-0,vending_machine,pay-phone,punching_bag
358,7LI0lWknANE,crutch,pajama,cardigan
359,R0Fuci4YrdY,mask,oxygen_mask,poncho
360,i8nqsIIFp2o,envelope,binder,laptop
361,5sACMTVqyvE,ballplayer,stage,rifle
362,CD-E-LDc384,sulphur-crested_cockatoo,plastic_bag,feather_boa
363,75d_29QWELk,slot,toilet_seat,pick
364,gQx-1XKxUDs,stage,maillot,bathing_cap
365,RqiNKk-o_Bg,abaya,wig,academic_gown
366,yuGD4AvlbcM,stage,wig,theater_curtain
367,tj1ZLeBz4J4,groom,gasmask,suspension_bridge
368,g9BMcIxrkF4,mantis,walking_stick,grasshopper
369,OhMrElwQvqc,car_wheel,disk_brake,jeep
370,3nQaUal-LD0,groom,suit,Windsor_tie
371,a9JxLJlHqPg,barbershop,pick,sweatshirt
372,5aXrDnJxQYk,scoreboard,barbershop,tobacco_shop
373,09jofQX17WM,traffic_light,mailbox,switch
374,uWohkaIb-Ss,stage,electric_guitar,theater_curtain
375,iO6S8XMT0QQ,scoreboard,racket,ballplayer
376,w_ejnHxTWrU,pick,remote_control,loudspeaker
377,hX7xcxpxHhU,theater_curtain,stage,
378,BTDdT4whpRQ,scoreboard,stage,monitor
379,W6JTMowQEjM,brass,groom,lab_coat
380,dVeZbaerhu8,car_mirror,seat_belt,limousine
381,U60Z2w46itg,stage,oboe,mortarboard
382,4D_OwIyiTYU,whippet,Great_Dane,Saluki
383,VEE2pqB8Tx8,fur_coat,butcher_shop,miniskirt
384,PWK0DAoRKSI,tray,laptop,jigsaw_puzzle
385,gfCRxrSeBN4,butcher_shop,grocery_store,shoe_shop
386,3PnOS94d6v0,cleaver,hatchet,spatula
387,Q_fkEbTXz-o,plastic_bag,butcher_shop,punching_bag
388,j6mKL0ccOIA,Pomeranian,Pembroke,malamute
389,XFr0dk6Ca7o,shower_curtain,binder,laptop
390,rFT67I-siYA,bathing_cap,volleyball,basketball
391,wyRvJQUahsI,basketball,ballplayer,rugby_ball
392,V0O7fk8u3mk,wall_clock,shower_curtain,street_sign
393,Qek_UPifJhs,fur_coat,lampshade,stole
394,1sbbWXjAro8,stage,electric_guitar,microphone
395,nQ1mmVG-G1g,groom,monitor,suit
396,3WQq2y1qIfE,stage,abaya,electric_guitar
397,LmwPop3Pulg,maillot,rugby_ball,jersey
398,giFKH2sWGlM,fountain,horizontal_bar,volleyball
399,s60KsSIoops,panpipe,abaya,spatula
400,txXgkYIalDY,stage,electric_guitar,theater_curtain
401,Z5vOneSK8po,wreck,cliff,lakeside
402,WnaDkex0xm0,school_bus,streetcar,trolleybus
403,vc_OvvStfZ0,traffic_light,balloon,street_sign
404,_8xhdL8BPvU,barbershop,cowboy_boot,tobacco_shop
405,YzgMePQvSdc,poncho,balloon,mitten
406,CD5mewet-fE,shopping_cart,shopping_basket,container_ship
407,iDZzGooj3DA,Afghan_hound,parking_meter,barbershop
408,wZZ6WJnCF_4,spotlight,fountain,scorpion
409,iogeqIpfZ-c,basketball,volleyball,rugby_ball
410,X8-qnUyJSlc,steel_drum,volleyball,drumstick
411,tlfKx2drOFg,lakeside,canoe,valley
412,kG9MM_7Wtvg,basketball,balance_beam,swimming_trunks
413,iQEaYnG25_U,balloon,rugby_ball,parachute
414,8SAlKoRcicM,scoreboard,packet,
415,5gqByAvf9PQ,volleyball,butcher_shop,prison
416,4N16y9bVqes,maypole,parachute,yurt
417,AYy3UyD7C1M,parking_meter,cab,beach_wagon
418,02PiYzdGDDY,stage,cinema,laptop
419,4mwztZ9Rn50,tobacco_shop,butcher_shop,confectionery
420,VAAJOkdb5Fg,sweatshirt,lab_coat,abaya
421,BYv66FmUgzU,ballplayer,racket,scoreboard
422,SO1R0mKCx0E,basketball,jersey,bow
